sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT ( lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY ( cm);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature ( °C);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.7047;-9.6917;-0.9864;1.5587;-9.6643;-0.5855;-0.0264;-0.0466;-0.2381;-0.0699;-0.0828;-0.007;0.0;11.94;63.78;3.9;21.18;80.22;-110.59;0.0;867.98;63.634;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;191742;2014-11-08 13:56:27:556
1.2833;-9.7588;-0.9673;1.6939;-9.6192;-0.8789;0.547;-0.1683;-0.4714;-0.0082;0.2334;0.0214;0.0;11.52;63.66;2.7;20.81;78.78;-117.42;0.0;868.02;62.007;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;200879;2014-11-08 13:56:27:883
1.312;-9.7779;-0.6895;1.9076;-9.5569;-1.0943;-1.0648;-0.154;0.2037;-0.0602;0.0128;0.0199;0.0;11.4;63.78;2.22;17.63;77.04;-119.84;0.0;867.97;62.007;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;192243;2014-11-08 13:56:28:057
1.5802;-9.6438;-1.2929;1.8699;-9.5813;-0.9343;-0.3855;-0.0721;-0.3682;0.0431;0.3589;0.0773;0.0;10.98;63.78;1.92;16.68;77.69;-116.55;0.0;868.07;56.63;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;201380;2014-11-08 13:56:28:384
0.4884;-9.7588;-0.929;1.9671;-9.5597;-0.9556;-0.7796;-0.2087;0.1991;0.0018;0.0247;0.0116;0.0;11.22;63.66;2.04;15.98;77.11;-115.91;0.0;867.99;68.11;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;192743;2014-11-08 13:56:28:557
1.2929;-9.6917;-0.5076;1.7308;-9.6152;-0.8496;-0.39;-0.2106;0.3037;0.048;-0.0082;-0.0186;0.0;11.4;63.6;2.46;17.24;78.66;-116.15;0.0;867.97;69.907;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;201881;2014-11-08 13:56:28:885
0.7566;-9.6726;-0.5171;1.8964;-9.601;-0.6286;-1.1398;-0.0716;0.1114;0.0525;-0.1118;-0.0266;0.0;11.82;63.54;3.3;18.48;78.57;-113.1;0.0;868.02;62.68;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;193243;2014-11-08 13:56:29:057
1.1779;-9.663;-0.7949;1.8691;-9.6074;-0.6124;-0.6912;-0.0556;-0.1825;0.0199;0.0199;-0.004;0.0;11.88;63.42;3.78;18.45;78.43;-108.14;0.0;868.07;62.68;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;203113;2014-11-08 13:56:30:117
1.1779;-9.663;-0.7949;1.8691;-9.6074;-0.6124;-0.6912;-0.0556;-0.1825;0.0199;0.0199;-0.004;0.0;11.88;63.42;3.78;18.45;78.43;-108.14;0.0;868.07;62.68;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;194307;2014-11-08 13:56:30:121
-0.2011;-10.2089;2.5379;1.0128;-9.7298;0.6896;-1.214;-0.4791;1.8483;1.0996;-0.4856;1.2877;0.0;10.68;62.94;-0.18;3.61;78.7;-97.59;0.0;868.06;51.661;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;204410;2014-11-08 13:56:31:414
-0.2011;-10.2089;2.5379;1.0128;-9.7298;0.6896;-1.214;-0.4791;1.8483;1.0996;-0.4856;1.2877;0.0;10.68;62.94;-0.18;3.61;78.7;-97.59;0.0;868.06;51.661;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;195603;2014-11-08 13:56:31:417
0.067;-9.9599;-1.6664;1.5763;-9.4405;-2.1359;-1.7008;-0.0693;0.2302;-0.1698;-0.4664;-0.2471;0.0;3.84;60.3;-10.86;353.02;74.29;-143.57;0.0;868.05;55.487;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;204910;2014-11-08 13:56:31:914
1.7526;-11.7124;-1.4653;0.9869;-9.5011;-2.2193;-0.9199;-0.4588;0.5529;0.1936;-0.5315;0.5342;0.0;3.0;61.38;-9.96;356.99;75.66;-156.02;0.0;868.0;55.487;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;199661;2014-11-08 13:56:35:475
1.7526;-11.7124;-1.4653;0.9869;-9.5011;-2.2193;-0.9199;-0.4588;0.5529;0.1936;-0.5315;0.5342;0.0;3.0;61.38;-9.96;356.99;75.66;-156.02;0.0;868.0;55.487;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;208478;2014-11-08 13:56:35:482
-0.5459;-10.0748;-1.5897;1.5527;-9.4977;-1.8848;-2.0412;-0.1748;0.0556;0.1891;-0.3045;-0.3256;0.0;12.42;60.6;14.88;57.73;74.77;-141.79;0.0;867.98;61.086;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;200161;2014-11-08 13:56:35:975
-0.5459;-10.0748;-1.5897;1.5527;-9.4977;-1.8848;-2.0412;-0.1748;0.0556;0.1891;-0.3045;-0.3256;0.0;12.42;60.6;14.88;57.73;74.77;-141.79;0.0;867.98;61.086;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;208978;2014-11-08 13:56:35:982
0.9768;-9.0405;1.9824;0.4521;-9.6429;1.7262;0.5439;0.8035;-0.079;-0.3726;-1.0372;0.9676;0.0;12.24;60.78;7.5;348.31;79.93;-36.17;0.0;868.03;69.022;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;200661;2014-11-08 13:56:36:475
0.9768;-9.0405;1.9824;0.4521;-9.6429;1.7262;0.5439;0.8035;-0.079;-0.3726;-1.0372;0.9676;0.0;12.18;60.18;5.04;331.01;79.52;-14.68;0.0;868.03;69.022;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;209479;2014-11-08 13:56:36:483
0.2873;-13.5799;1.7142;-1.0E-4;-9.7568;0.9873;-0.4021;2.1337;0.7461;-0.3815;0.0541;-0.5226;0.0;10.86;56.88;-4.62;262.15;84.27;11.41;0.0;867.98;54.334;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;201162;2014-11-08 13:56:36:976
0.2873;-13.5799;1.7142;-1.0E-4;-9.7568;0.9873;-0.4021;2.1337;0.7461;-0.3815;0.0541;-0.5226;0.0;10.86;56.88;-4.62;262.15;84.27;11.41;0.0;867.98;54.334;19.520166;-96.915794;;;116.12903;0 / 0;92.3;86.0;4.065;209979;2014-11-08 13:56:36:983
0.9385;-9.0884;-1.6855;1.2277;-9.3805;-2.5825;-0.2891;0.2921;0.897;-1.088;0.2859;-0.3876;0.0;3.36;56.58;-13.8;351.8;76.24;-152.18;0.0;867.95;52.663;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;201935;2014-11-08 13:56:37:749
0.9385;-9.0884;-1.6855;1.2277;-9.3805;-2.5825;-0.2891;0.2921;0.897;-1.088;0.2859;-0.3876;0.0;3.36;56.58;-13.8;351.8;76.24;-152.18;0.0;867.95;52.663;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;210746;2014-11-08 13:56:37:750
-1.3216;-9.6917;4.0414;1.3683;-9.6474;1.1076;-1.0522;2.1679;1.5165;-0.7514;-0.7162;0.0983;0.0;-2.22;53.04;-21.42;251.59;79.66;-51.01;0.0;867.99;61.118;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;202435;2014-11-08 13:56:38:249
-1.3216;-9.6917;4.0414;1.3683;-9.6474;1.1076;-1.0522;2.1679;1.5165;-0.7514;-0.7162;0.0983;0.0;-2.22;53.04;-21.42;251.59;79.66;-51.01;0.0;867.99;61.118;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;211246;2014-11-08 13:56:38:250
-0.3831;-9.3565;0.5076;1.8404;-9.5986;-0.806;-0.921;-0.7635;0.5283;-0.4896;0.164;-0.2248;0.0;-4.44;61.02;-17.1;260.53;80.58;-66.25;0.0;868.1;52.668;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;202935;2014-11-08 13:56:38:749
-0.3831;-9.3565;0.5076;1.8404;-9.5986;-0.806;-0.921;-0.7635;0.5283;-0.4896;0.164;-0.2248;0.0;-4.44;61.02;-17.1;260.53;80.58;-66.25;0.0;868.1;52.668;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;211751;2014-11-08 13:56:38:755
-0.4501;-11.7986;-0.5555;1.716;-9.3259;-2.5006;-1.4191;-3.5166;1.3897;-0.2062;-0.1588;-0.5409;0.0;-4.68;67.02;-9.78;338.05;71.82;-140.89;0.0;867.92;55.232;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;203436;2014-11-08 13:56:39:250
-1.6376;-12.3637;-0.8619;1.716;-9.3259;-2.5006;-1.4191;-3.5166;1.3897;0.9966;-2.879;-0.6017;0.0;-7.74;66.36;-11.88;338.05;71.82;-140.89;0.0;867.92;55.232;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;212252;2014-11-08 13:56:39:256
2.5666;-8.2073;3.8211;-2.1806;-9.4396;1.5198;3.1957;1.6536;3.0101;0.6796;-3.0464;1.5803;0.0;-28.74;51.6;-21.18;80.45;88.93;56.68;0.0;868.0;61.495;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;203936;2014-11-08 13:56:39:750
2.5666;-8.2073;3.8211;-2.1806;-9.4396;1.5198;3.1957;1.6536;3.0101;0.6796;-3.0464;1.5803;0.0;-28.74;51.6;-21.18;80.45;88.93;56.68;0.0;868.0;61.495;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;212752;2014-11-08 13:56:39:756
2.806;-8.667;0.5459;-1.1797;-8.7902;4.1846;-1.7125;2.4504;-1.7904;-1.591;-2.9697;-0.9829;0.0;-40.56;59.4;-5.28;52.07;63.68;15.74;0.0;867.85;66.009;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;204436;2014-11-08 13:56:40:250
2.806;-8.667;0.5459;-1.7336;-9.6253;0.7208;4.8556;1.3413;0.0262;-1.591;-2.9697;-0.9829;0.0;-40.56;59.4;-5.28;52.07;63.68;15.74;0.0;867.85;66.009;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;213252;2014-11-08 13:56:40:256
3.6488;-11.0229;-4.2808;-0.6323;-9.6105;-1.8465;0.345;-4.6015;-1.2755;1.1222;-1.6182;-0.1436;0.0;-43.62;59.04;9.36;279.03;75.27;177.53;0.0;867.96;54.546;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;204937;2014-11-08 13:56:40:751
3.6488;-11.0229;-4.2808;-0.6323;-9.6105;-1.8465;0.345;-4.6015;-1.2755;1.1222;-1.6182;-0.1436;0.0;-43.62;59.04;9.36;279.03;75.27;177.53;0.0;867.96;54.546;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;213752;2014-11-08 13:56:40:756
-0.3256;-12.4403;2.6528;-0.8991;-9.6477;1.5113;0.018;-0.3122;3.9474;-0.4493;-0.5818;-0.6741;0.0;-41.7;58.62;-0.6;49.87;79.67;30.75;0.0;868.08;50.619;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;205438;2014-11-08 13:56:41:252
-0.3256;-12.4403;2.6528;-0.8991;-9.6477;1.5113;0.018;-0.3122;3.9474;0.1316;0.4349;-0.1268;0.0;-41.7;58.62;-0.6;49.87;79.67;30.75;0.0;868.08;50.619;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;214252;2014-11-08 13:56:41:256
0.68;-9.3661;-0.5746;0.7065;-9.7667;-0.5321;-0.0266;0.4006;-0.0425;-0.5;0.4007;-0.2749;0.0;-41.22;59.7;2.1;125.87;87.37;-41.81;0.0;868.02;51.617;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;205938;2014-11-08 13:56:41:752
0.68;-9.3661;-0.5746;0.7065;-9.7667;-0.5321;-0.0266;0.4006;-0.0425;-0.5;0.4007;-0.2749;0.0;-41.22;59.7;2.1;125.87;87.37;-41.81;0.0;868.02;51.617;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;214752;2014-11-08 13:56:41:756
3.8882;-10.3238;0.182;-0.5414;-9.7863;0.3252;2.7345;-2.5391;-0.7082;1.0464;1.547;0.515;0.0;-42.66;58.02;7.2;20.09;86.31;59.01;0.0;867.96;60.19;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;206438;2014-11-08 13:56:42:252
3.8882;-10.3238;0.182;-1.4011;-9.541;1.7823;5.2893;-0.7828;-1.6003;1.0464;1.547;0.515;0.0;-42.66;58.02;7.2;20.09;86.31;59.01;0.0;867.96;60.19;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;215253;2014-11-08 13:56:42:257
1.1492;-8.5712;-1.2833;-1.218;-9.493;2.1379;2.894;-4.9968;3.1006;0.5156;0.7358;-1.5409;0.0;-40.08;58.14;4.08;41.47;75.47;29.67;0.0;867.79;52.667;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;206939;2014-11-08 13:56:42:753
1.1492;-8.5712;-1.2833;-1.218;-9.493;2.1379;2.894;-4.9968;3.1006;0.5156;0.7358;-1.5409;0.0;-40.08;58.14;4.08;41.47;75.47;29.67;0.0;867.79;52.667;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;215753;2014-11-08 13:56:42:757
-1.5514;-9.3853;-0.8045;-0.0953;-9.719;-1.3049;-1.4562;0.3337;0.5004;-0.2874;0.5895;-0.2905;0.0;-35.34;60.18;-1.8;289.79;82.33;175.82;0.0;868.11;52.667;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;207439;2014-11-08 13:56:43:253
-1.5514;-9.3853;-0.8045;-0.0953;-9.719;-1.3049;-1.4562;0.3337;0.5004;-0.2874;0.5895;-0.2905;0.0;-35.34;60.18;-1.8;289.79;82.33;175.82;0.0;868.11;52.667;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;216253;2014-11-08 13:56:43:257
1.0726;-7.5369;1.8292;-0.0277;-9.5723;2.1308;1.1003;2.0354;-0.3016;0.9032;-0.6264;0.2285;0.0;-34.02;58.02;-4.26;59.79;79.46;21.61;0.0;868.02;54.332;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;207939;2014-11-08 13:56:43:753
1.0726;-7.5369;1.8292;-0.0277;-9.5723;2.1308;1.1003;2.0354;-0.3016;0.9032;-0.6264;0.2285;0.0;-34.02;58.02;-4.26;59.79;79.46;21.61;0.0;868.02;54.332;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;216753;2014-11-08 13:56:43:757
-0.4214;-10.228;-0.6225;0.9951;-9.6168;1.6426;-1.4165;-0.6113;-2.2651;-0.7492;-0.7129;0.4371;0.0;-35.1;54.78;-5.46;83.46;79.16;-2.42;0.0;868.13;51.409;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;208439;2014-11-08 13:56:44:253
-0.4214;-10.228;-0.6225;0.9951;-9.6168;1.6426;-1.4165;-0.6113;-2.2651;-0.7492;-0.7129;0.4371;0.0;-35.1;54.78;-5.46;83.46;79.16;-2.42;0.0;868.13;51.409;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;217254;2014-11-08 13:56:44:258
0.6225;-9.5864;-1.9824;0.1651;-9.7689;-0.8437;0.2946;0.1251;-1.2058;0.102;-0.3085;-0.0696;0.0;-38.16;56.58;8.88;252.71;84.97;-168.93;0.0;868.02;56.322;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;208939;2014-11-08 13:56:44:753
0.6225;-9.5864;-1.9824;0.1651;-9.7689;-0.8437;0.2946;0.1251;-1.2058;0.102;-0.3085;-0.0696;0.0;-38.16;56.58;8.88;252.71;84.97;-168.93;0.0;868.02;56.322;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;217754;2014-11-08 13:56:44:758
0.5363;-9.8066;-1.0439;0.1387;-9.7244;-1.2599;0.3976;-0.0823;0.216;0.0205;-0.1191;0.0257;0.0;-37.92;59.34;22.56;241.47;82.57;-173.72;0.0;868.03;54.376;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;209439;2014-11-08 13:56:45:253
0.5363;-9.8066;-1.0439;0.1387;-9.7244;-1.2599;0.3976;-0.0823;0.216;0.0205;-0.1191;0.0257;0.0;-37.92;59.34;22.56;241.47;82.57;-173.72;0.0;868.03;54.376;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;218254;2014-11-08 13:56:45:258
0.7374;-9.7205;-1.6376;-0.0542;-9.7292;-1.2288;0.8395;0.0183;-0.4663;-0.014;0.037;0.0107;0.0;-36.84;59.04;24.9;246.35;82.75;178.62;0.0;868.03;53.074;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;209940;2014-11-08 13:56:45:754
0.7374;-9.7205;-1.6376;-0.0542;-9.7292;-1.2288;0.8395;0.0183;-0.4663;-0.014;0.037;0.0107;0.0;-36.84;59.04;24.9;246.35;82.75;178.62;0.0;868.03;53.074;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;218754;2014-11-08 13:56:45:758
0.249;-9.8258;-1.0439;-0.01;-9.7246;-1.2656;0.259;-0.1012;0.2217;0.0199;-0.179;-0.0217;0.0;-37.2;59.4;24.0;249.38;82.73;176.98;0.0;868.06;50.52;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;210440;2014-11-08 13:56:46:254
0.249;-9.8258;-1.0439;-0.01;-9.7246;-1.2656;0.259;-0.1012;0.2217;0.0199;-0.179;-0.0217;0.0;-37.2;59.4;24.0;249.38;82.73;176.98;0.0;868.06;50.52;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;219254;2014-11-08 13:56:46:258
0.6129;-9.8162;-1.1205;0.0245;-9.7419;-1.1247;0.6651;0.0981;-0.2065;-0.048;-0.1729;0.0055;0.0;-38.04;59.58;22.68;245.89;83.41;-178.75;0.0;868.01;54.542;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;210944;2014-11-08 13:56:46:758
0.6129;-9.8162;-1.1205;0.0245;-9.7419;-1.1247;0.6651;0.0981;-0.2065;-0.048;-0.1729;0.0055;0.0;-38.04;59.58;22.68;245.89;83.41;-178.75;0.0;868.01;54.542;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;219756;2014-11-08 13:56:46:760
1.4557;-9.7205;-1.6951;0.1282;-9.7321;-1.1997;1.7106;-0.017;-0.6582;0.0229;-0.0562;-0.0281;0.0;-37.98;58.86;22.98;238.43;82.3;-170.6;0.0;868.0;57.509;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;211445;2014-11-08 13:56:47:259
1.4557;-9.7205;-1.6951;0.1282;-9.7321;-1.1997;1.7106;-0.017;-0.6582;0.0229;-0.0562;-0.0281;0.0;-37.98;58.86;22.98;238.43;82.3;-170.6;0.0;868.0;57.509;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;220256;2014-11-08 13:56:47:260
1.6089;-9.5577;-1.8675;0.0541;-9.7548;-1.0059;1.8229;0.0439;-0.9765;0.014;0.3125;0.0214;0.0;-39.24;58.62;22.32;236.66;82.42;-168.79;0.0;867.92;68.13;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;211945;2014-11-08 13:56:47:759
1.6089;-9.5577;-1.8675;0.0541;-9.7548;-1.0059;1.8229;0.0439;-0.9765;0.014;0.3125;0.0214;0.0;-39.24;58.62;22.32;236.66;82.42;-168.79;0.0;867.92;68.13;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;220756;2014-11-08 13:56:47:760
0.182;-10.0652;-0.3639;0.3267;-9.7487;-1.0128;0.1043;0.1528;-0.1268;-0.0614;-0.1665;0.0208;0.0;-38.7;58.38;21.24;240.68;84.5;-173.65;0.0;868.03;70.251;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;212446;2014-11-08 13:56:48:260
0.182;-10.0652;-0.3639;0.3267;-9.7487;-1.0128;0.1043;0.1528;-0.1268;-0.0614;-0.1665;0.0208;0.0;-38.7;58.38;21.24;240.68;84.5;-173.65;0.0;868.03;70.251;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;221257;2014-11-08 13:56:48:261
1.8292;-9.6534;-1.4653;0.1124;-9.7653;-0.8925;1.8125;0.0353;-0.7547;-0.0867;-0.1799;0.0538;0.0;-39.0;57.96;21.12;231.82;83.4;-163.11;0.0;867.98;63.639;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;212946;2014-11-08 13:56:48:760
1.8292;-9.6534;-1.4653;0.1124;-9.7653;-0.8925;1.8125;0.0353;-0.7547;-0.0867;-0.1799;0.0538;0.0;-39.0;57.96;21.12;231.82;83.4;-163.11;0.0;867.98;63.639;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;221757;2014-11-08 13:56:48:761
1.6281;-9.7205;-1.5227;0.2768;-9.7615;-0.8987;1.0927;0.2421;-0.6623;-0.0715;0.1381;0.0382;0.0;-38.64;58.44;21.18;247.91;85.25;179.64;0.0;868.04;63.987;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;213446;2014-11-08 13:56:49:260
1.6281;-9.7205;-1.5227;0.2768;-9.7615;-0.8987;1.0927;0.2421;-0.6623;-0.0715;0.1381;0.0382;0.0;-38.64;58.44;21.18;247.91;85.25;179.64;0.0;868.04;63.987;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;222258;2014-11-08 13:56:49:262
-0.182;-9.912;-0.6991;0.2279;-9.7664;-0.8582;1.0937;0.3236;-0.4921;-0.004;-0.0357;-0.0293;0.0;-39.36;58.56;21.24;244.37;85.23;-178.04;0.0;867.92;64.89;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;213947;2014-11-08 13:56:49:761
-0.182;-9.912;-0.6991;0.2279;-9.7664;-0.8582;1.0937;0.3236;-0.4921;-0.004;-0.0357;-0.0293;0.0;-39.36;58.56;21.24;244.37;85.23;-178.04;0.0;867.92;64.89;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;222758;2014-11-08 13:56:49:762
0.1341;-9.8354;-0.6129;0.3196;-9.7391;-1.104;-0.4824;-0.0484;0.3474;0.0244;-0.2202;0.0547;0.0;-38.82;59.04;20.28;242.45;85.03;-174.77;0.0;867.93;61.181;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;214451;2014-11-08 13:56:50:265
0.1341;-9.8354;-0.6129;0.3196;-9.7391;-1.104;-0.4824;-0.0484;0.3474;0.0244;-0.2202;0.0547;0.0;-38.82;59.04;20.28;242.45;85.03;-174.77;0.0;867.93;61.181;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;223264;2014-11-08 13:56:50:268
0.747;-9.6438;-0.9098;0.1878;-9.7533;-1.0046;0.5592;0.1094;0.0948;-0.0021;-0.1649;0.0095;0.0;-39.0;59.22;20.52;235.71;84.09;-167.34;0.0;868.0;60.074;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;214951;2014-11-08 13:56:50:765
0.747;-9.6438;-0.9098;0.1878;-9.7533;-1.0046;0.5592;0.1094;0.0948;-0.0021;-0.1649;0.0095;0.0;-39.0;59.22;20.52;235.71;84.09;-167.34;0.0;868.0;60.074;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;223765;2014-11-08 13:56:50:769
1.0534;-9.7396;-1.4269;0.0425;-9.7623;-0.9307;1.0109;0.0227;-0.4963;-0.0385;-0.0718;0.0293;0.0;-38.94;59.46;21.06;239.31;84.12;-170.71;0.0;868.0;50.903;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;215451;2014-11-08 13:56:51:265
1.0534;-9.7396;-1.4269;0.0425;-9.7623;-0.9307;1.0109;0.0227;-0.4963;-0.0385;-0.0718;0.0293;0.0;-38.94;59.46;21.06;239.31;84.12;-170.71;0.0;868.0;50.903;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;224267;2014-11-08 13:56:51:271
0.7949;-9.7013;-1.5897;0.1033;-9.7486;-1.0605;0.7586;0.0281;-0.4143;0.0147;-0.0089;-0.0214;0.0;-38.94;59.58;21.18;243.9;83.76;-174.44;0.0;868.0;59.653;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;215951;2014-11-08 13:56:51:765
0.7949;-9.7013;-1.5897;0.1033;-9.7486;-1.0605;0.7586;0.0281;-0.4143;0.0147;-0.0089;-0.0214;0.0;-38.94;59.58;21.18;243.9;83.76;-174.44;0.0;868.0;59.653;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;224767;2014-11-08 13:56:51:771
0.7566;-9.8258;-1.2163;0.175;-9.7523;-1.0159;0.5816;-0.0735;-0.2003;-0.048;-0.047;-0.0421;0.0;-38.76;59.58;21.18;246.2;84.25;-177.23;0.0;867.88;64.159;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;216453;2014-11-08 13:56:52:267
0.7566;-9.8258;-1.2163;0.175;-9.7523;-1.0159;0.5816;-0.0735;-0.2003;-0.048;-0.047;-0.0421;0.0;-38.76;59.58;21.18;246.2;84.25;-177.23;0.0;867.88;64.159;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;225267;2014-11-08 13:56:52:271
0.9481;-9.7779;-1.3695;0.1169;-9.7436;-1.1039;0.8312;-0.0343;-0.2656;-0.0415;-0.0418;0.0195;1.0;-39.12;58.86;20.94;243.6;83.5;-173.95;0.0;868.12;59.66;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;216953;2014-11-08 13:56:52:767
0.9481;-9.7779;-1.3695;0.1169;-9.7436;-1.1039;0.8312;-0.0343;-0.2656;-0.0415;-0.0418;0.0195;1.0;-39.12;58.86;20.94;243.6;83.5;-173.95;0.0;868.12;59.66;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;225767;2014-11-08 13:56:52:771
1.2163;-9.6438;-1.4748;0.2554;-9.7377;-1.1321;0.9609;0.0939;-0.3427;-0.0073;-0.1246;-0.0082;0.0;-39.66;58.74;21.18;242.99;83.36;-172.75;0.0;867.93;51.097;19.520103;-96.91566;;;96.77419;0 / 0;92.3;86.0;4.065;217453;2014-11-08 13:56:53:267
