sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT ( lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY ( cm);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature ( °C);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
3.3232;7.853;3.6583;3.1302;7.9413;4.8278;0.1929;-0.0883;-1.1695;-0.3033;-0.5693;-0.0568;177.0;-32.52;-7.5;-10.98;55.59;-52.22;-29.24;3.1;868.12;75.155;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;800101;2014-11-08 14:06:35:915
0.7374;5.7748;6.6272;1.9959;7.0222;6.5479;-1.2585;-1.2474;0.0792;-0.0935;1.2355;-0.3958;381.0;-32.76;-10.08;-6.36;62.98;-50.32;-35.12;3.1;868.08;72.335;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;809408;2014-11-08 14:06:36:412
0.7374;5.7748;6.6272;1.9959;7.0222;6.5479;-1.2585;-1.2474;0.0792;-0.0935;1.2355;-0.3958;381.0;-32.76;-10.08;-6.36;62.98;-50.32;-35.12;3.1;868.08;72.335;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;800602;2014-11-08 14:06:36:416
0.1724;3.553;8.6383;2.4367;4.6113;8.3047;-2.2643;-1.0583;0.3335;-1.2156;-0.9389;0.3894;566.0;-29.34;-11.76;-10.62;88.68;-36.38;-13.1;3.1;868.17;64.205;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;809908;2014-11-08 14:06:36:912
0.1724;3.553;8.6383;2.3564;3.6227;8.8031;-1.2742;0.0357;1.0132;-1.2156;-0.9389;0.3894;557.0;-29.04;-10.86;-12.72;90.01;-28.05;-16.35;3.1;868.17;64.205;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;801136;2014-11-08 14:06:36:950
2.4421;2.0877;7.3933;2.0707;3.0961;9.0717;0.7641;-1.516;-1.3337;0.2089;-0.0165;-0.073;517.0;-29.64;-6.78;-16.98;88.43;-18.4;-12.86;3.1;868.09;56.382;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;810408;2014-11-08 14:06:37:412
2.4421;2.0877;7.3933;2.0707;3.0961;9.0717;0.7641;-1.516;-1.3337;0.2089;-0.0165;-0.073;517.0;-29.64;-6.78;-16.98;88.43;-18.4;-12.86;3.1;868.09;56.382;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;801637;2014-11-08 14:06:37:451
2.5283;1.6089;8.8202;2.3686;2.0294;9.2974;0.6768;0.02;-1.2337;-0.0803;0.5095;-0.0855;518.0;-32.76;-1.92;-15.78;83.38;-13.68;-11.86;3.1;868.18;67.597;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;810908;2014-11-08 14:06:37:912
2.5283;1.6089;8.8202;2.3686;2.0294;9.2974;0.6768;0.02;-1.2337;-0.5266;0.1387;0.1634;524.0;-33.3;-1.14;-15.3;82.51;-11.94;-14.29;3.1;868.15;67.597;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;802137;2014-11-08 14:06:37:951
2.241;0.9577;8.6383;2.4788;1.3379;9.3934;-0.2378;-0.3802;-0.7551;-0.0425;0.2184;0.1939;537.0;-33.42;1.98;-16.02;78.43;-8.78;-15.27;3.1;868.14;63.748;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;811408;2014-11-08 14:06:38:412
2.241;0.9577;8.6383;2.4788;1.3379;9.3934;-0.2378;-0.3802;-0.7551;-0.0425;0.2184;0.1939;537.0;-33.42;1.98;-16.02;78.43;-8.78;-15.27;3.1;868.14;63.748;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;802637;2014-11-08 14:06:38:451
1.6185;0.9098;8.8681;2.3452;1.0901;9.4595;-0.7841;-0.3431;-0.7446;0.0092;-0.1891;-0.0507;552.0;-32.4;4.56;-18.12;73.8;-6.38;-13.92;3.1;868.13;54.274;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;811908;2014-11-08 14:06:38:912
1.7526;1.3886;8.6766;2.198;1.1757;9.4846;-0.5125;0.0405;-0.5877;0.0092;-0.1891;-0.0507;539.0;-32.28;5.1;-18.48;73.69;-6.89;-13.05;3.1;868.13;54.274;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;803138;2014-11-08 14:06:38:952
1.8675;1.7813;8.351;1.9194;1.6691;9.471;-0.3105;0.0164;-0.8902;-0.1176;0.1646;0.4258;560.0;-32.1;5.76;-19.2;69.78;-9.8;-11.46;3.1;868.19;57.424;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;812409;2014-11-08 14:06:39:413
1.8675;1.7813;8.351;1.9194;1.6691;9.471;-0.3105;0.0164;-0.8902;-0.1176;0.1646;0.4258;560.0;-32.1;5.76;-19.2;69.78;-9.8;-11.46;3.1;868.19;57.424;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;803638;2014-11-08 14:06:39:452
-0.1341;1.1205;8.7053;1.2474;2.229;9.4682;-1.324;-0.8882;-0.5617;-0.4059;0.223;0.1817;599.0;-31.02;7.8;-20.34;67.11;-11.95;-4.23;3.1;868.05;55.231;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;812909;2014-11-08 14:06:39:913
-0.1341;1.1205;8.7053;1.2474;2.229;9.4682;-1.324;-0.8882;-0.5617;0.6344;-0.9432;-0.9022;603.0;-30.3;8.64;-21.24;61.95;-13.14;-7.51;3.1;868.05;55.231;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;804138;2014-11-08 14:06:39:952
0.1532;3.1891;8.6287;1.1831;2.0838;9.5094;-1.1448;0.9425;-0.8615;0.0638;-0.0318;-0.6875;591.0;-28.56;9.0;-23.16;60.12;-12.98;-7.64;3.1;868.18;55.301;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;813409;2014-11-08 14:06:40:413
0.1532;3.1891;8.6287;1.1831;2.0838;9.5094;-1.1448;0.9425;-0.8615;0.0638;-0.0318;-0.6875;591.0;-28.56;9.0;-23.16;60.12;-12.98;-7.64;3.1;868.14;55.301;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;804638;2014-11-08 14:06:40:452
0.4118;2.5283;8.9543;1.1287;1.9714;9.5399;-0.554;0.8633;-0.0589;0.2782;-0.5702;0.4404;604.0;-28.02;3.84;-22.74;69.93;-11.6;-6.75;3.1;868.08;67.846;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;813909;2014-11-08 14:06:40:913
0.5842;3.1699;7.8721;1.4031;2.4542;9.3903;-0.9434;0.5433;-1.3458;0.2782;-0.5702;0.4404;578.0;-28.02;3.84;-22.74;69.93;-11.6;-6.75;3.1;868.08;67.846;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;805138;2014-11-08 14:06:40:952
1.8579;3.8499;7.4891;1.6103;4.0758;8.773;-0.1163;-0.5898;-0.6519;0.4811;0.2831;0.3244;474.0;-30.72;0.9;-17.94;68.75;-24.56;-10.4;3.1;868.05;72.724;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;814410;2014-11-08 14:06:41:414
1.8579;3.8499;7.4891;1.6103;4.0758;8.773;-0.1163;-0.5898;-0.6519;0.4811;0.2831;0.3244;474.0;-30.72;0.9;-17.94;68.75;-24.56;-10.4;3.1;868.05;72.724;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;805638;2014-11-08 14:06:41:452
2.1261;4.1563;7.7955;2.8752;4.4941;8.2284;-0.1553;-0.1462;0.4098;-0.1649;0.2746;0.1946;435.0;-32.64;2.7;-15.48;63.55;-25.97;-17.76;3.1;868.09;55.497;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;814911;2014-11-08 14:06:41:915
2.1261;4.1563;7.7955;2.8752;4.4941;8.2284;-0.1553;-0.1462;0.4098;0.1402;0.0901;0.3253;433.0;-33.24;3.9;-15.3;60.16;-27.28;-19.26;3.1;868.09;55.497;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;806138;2014-11-08 14:06:41:952
2.7677;3.553;8.0349;3.4457;3.5226;8.4787;-0.678;0.0304;-0.4438;-0.4545;-0.0651;-0.1054;451.0;-33.42;9.3;-16.68;52.54;-21.05;-22.12;3.1;868.15;57.533;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;815411;2014-11-08 14:06:42:415
2.7677;3.553;8.0349;3.4457;3.5226;8.4787;-0.678;0.0304;-0.4438;-0.4545;-0.0651;-0.1054;451.0;-33.42;9.3;-16.68;52.54;-21.05;-22.12;3.1;868.15;57.533;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;806638;2014-11-08 14:06:42:452
-0.1628;1.9537;7.4986;2.4579;3.3634;8.8779;-0.2033;0.4305;-0.2408;-0.2242;0.4398;-0.6918;476.0;-31.92;10.5;-19.44;52.04;-20.65;-19.52;3.1;868.13;56.948;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;815912;2014-11-08 14:06:42:916
-0.1628;1.9537;7.4986;2.4579;3.3634;8.8779;-2.0666;-1.4934;-1.4827;0.843;-0.3036;-0.0455;476.0;-31.92;10.5;-19.44;52.04;-20.65;-19.52;3.1;868.13;56.948;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;807138;2014-11-08 14:06:42:952
0.8523;3.7637;7.4891;2.1389;3.1499;9.0374;-1.2099;1.2483;-0.6913;0.2178;-0.1063;0.1765;497.0;-30.06;4.98;-21.12;60.97;-18.74;-13.32;3.1;868.15;58.894;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;816412;2014-11-08 14:06:43:416
0.8523;3.7637;7.4891;2.1389;3.1499;9.0374;-1.2099;1.2483;-0.6913;0.2178;-0.1063;0.1765;497.0;-30.06;4.98;-21.12;60.97;-18.74;-13.32;3.1;868.15;58.894;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;807638;2014-11-08 14:06:43:452
0.4788;4.8842;7.7189;0.5729;4.2141;8.8365;-0.6443;1.0811;-1.2502;-0.0177;0.5452;0.1888;467.0;-27.66;4.86;-22.98;60.19;-25.45;-3.71;3.1;868.03;55.682;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;816912;2014-11-08 14:06:43:916
0.8523;4.3287;8.5904;1.129;4.0721;8.8495;-0.6443;1.0811;-1.2502;-0.0177;0.5452;0.1888;467.0;-26.16;6.48;-24.24;53.71;-24.53;-7.27;3.1;868.1;55.682;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;808138;2014-11-08 14:06:43:952
-0.498;4.7884;7.6519;0.7179;4.6124;8.6245;-1.3471;0.6261;-1.1869;0.0235;-0.3002;-0.3176;473.0;-21.66;12.66;-28.08;37.6;-28.06;-4.76;3.1;868.11;66.653;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;817412;2014-11-08 14:06:44:416
-0.498;4.7884;7.6519;0.7179;4.6124;8.6245;-1.3471;0.6261;-1.1869;0.0235;-0.3002;-0.3176;473.0;-21.66;12.66;-28.08;37.6;-28.06;-4.76;3.1;868.11;66.653;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;808639;2014-11-08 14:06:44:453
-0.0096;4.7405;7.6806;0.0797;3.8712;9.0099;-0.9448;0.8948;-1.2339;0.0498;-0.0925;0.1332;470.0;-18.06;16.2;-31.14;31.91;-23.51;-1.87;3.1;868.11;60.621;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;817913;2014-11-08 14:06:44:917
-0.0096;4.7405;7.6806;0.0797;3.8712;9.0099;0.0064;0.899;-1.3423;-0.0473;0.0247;-0.1347;470.0;-18.66;15.9;-30.96;34.74;-23.25;-0.51;3.1;868.11;60.621;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;809139;2014-11-08 14:06:44:953
-0.3639;5.2289;7.0677;0.1566;4.1163;8.8996;-0.6737;1.3521;-0.788;0.1836;-0.3439;0.0315;444.0;-19.8;14.64;-30.6;36.0;-24.82;-1.01;3.1;868.17;56.287;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;818414;2014-11-08 14:06:45:418
-0.3639;5.2289;7.0677;0.1566;4.1163;8.8996;-0.6737;1.3521;-0.788;0.1836;-0.3439;0.0315;444.0;-19.8;14.64;-30.6;36.0;-24.82;-1.01;3.1;868.17;56.287;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;809640;2014-11-08 14:06:45:454
-0.249;3.4093;9.0118;0.8204;3.136;9.2554;-1.0694;0.2734;-0.2437;-0.5467;-0.3457;-1.2144;540.0;-22.2;12.24;-28.74;38.03;-24.64;-6.25;3.1;868.1;68.798;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;818915;2014-11-08 14:06:45:919
-0.5076;3.735;8.8681;0.8204;3.136;9.2554;-1.0694;0.2734;-0.2437;-0.5467;-0.3457;-1.2144;540.0;-23.22;10.86;-27.72;45.63;-18.65;-5.07;3.1;868.1;68.798;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;810140;2014-11-08 14:06:45:954
-2.3272;2.8156;8.5808;-1.9422;2.2691;9.3407;-0.385;0.5465;-0.7599;-0.442;1.8549;0.5922;574.0;-25.08;5.88;-25.5;66.79;-13.88;3.81;3.1;868.13;55.254;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;819415;2014-11-08 14:06:46:419
-2.3272;2.8156;8.5808;-1.9422;2.2691;9.3407;-0.385;0.5465;-0.7599;-0.442;1.8549;0.5922;574.0;-25.08;5.88;-25.5;66.79;-13.88;3.81;3.1;868.13;55.254;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;810640;2014-11-08 14:06:46:454
-3.6775;2.9113;7.7764;-2.0028;2.6102;9.2383;-1.9429;-0.0628;-1.2225;-0.2306;0.453;0.3155;543.0;-19.74;4.5;-27.78;66.69;-15.44;12.23;3.1;868.15;55.208;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;819915;2014-11-08 14:06:46:919
-3.6775;2.9113;7.7764;-2.4082;2.5617;9.1547;-1.2693;0.3497;-1.3783;-0.3122;0.2828;0.4777;543.0;-19.74;4.5;-27.78;66.69;-15.44;12.23;3.1;868.15;56.982;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;811141;2014-11-08 14:06:46:955
-2.0973;2.7581;8.9926;-2.3975;3.088;8.9937;0.3002;-0.3298;-0.0011;0.3067;-0.5687;-0.2764;502.0;-11.58;9.12;-33.3;48.77;-18.35;14.93;3.1;868.13;67.913;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;820415;2014-11-08 14:06:47:419
-2.6049;3.8403;8.2744;-2.1522;3.2933;8.9829;-0.4527;0.547;-0.7085;0.6384;-0.7795;-1.0012;502.0;-11.58;9.12;-33.3;48.77;-18.35;14.93;3.1;868.13;67.913;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;811642;2014-11-08 14:06:47:456
-2.8252;4.4724;7.8243;-4.1685;2.3087;8.5711;1.3434;2.1637;-0.7468;-0.5159;0.6463;-0.3656;507.0;-13.62;7.5;-32.7;63.76;-13.62;25.94;3.1;868.06;66.725;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;820915;2014-11-08 14:06:47:919
-2.8252;4.4724;7.8243;-4.1685;2.3087;8.5711;1.3434;2.1637;-0.7468;-0.5159;0.6463;-0.3656;507.0;-13.62;7.5;-32.7;63.76;-13.62;25.94;3.1;868.11;66.725;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;812142;2014-11-08 14:06:47:956
-3.1603;2.7869;9.3565;-2.0066;3.8597;8.789;-1.1538;-1.0728;0.5675;0.2648;0.2358;0.763;525.0;-17.7;5.82;-31.08;59.63;-21.4;14.81;3.1;868.13;75.357;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;821416;2014-11-08 14:06:48:420
-3.1603;2.7869;9.3565;-2.0066;3.8597;8.789;-1.1538;-1.0728;0.5675;0.2648;0.2358;0.763;525.0;-17.7;5.82;-31.08;59.63;-21.4;14.81;3.1;868.13;76.148;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;812642;2014-11-08 14:06:48:456
-0.8236;5.2002;8.0062;-1.2058;4.6329;8.5588;-0.7766;-0.218;-0.9165;-0.0687;0.3748;1.2837;438.0;-20.76;6.42;-30.0;54.32;-28.19;8.02;3.1;868.08;74.149;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;821916;2014-11-08 14:06:48:920
-0.8236;5.2002;8.0062;-0.7199;4.7009;8.5764;-0.1037;0.4993;-0.5702;-0.0956;0.5617;1.3943;438.0;-20.76;6.42;-30.0;54.32;-28.19;8.02;3.1;868.08;74.149;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;813142;2014-11-08 14:06:48:956
1.8579;6.426;5.9376;1.4426;5.9052;7.6953;0.4153;0.5208;-1.7577;0.8207;0.2978;0.2969;378.0;-21.48;7.5;-30.6;34.45;-33.93;-6.64;3.1;868.05;73.294;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;822416;2014-11-08 14:06:49:420
-1.0534;7.3741;7.1443;2.1821;5.666;7.701;-3.2356;1.7081;-0.5567;-0.9505;-0.0788;0.1017;378.0;-20.7;8.04;-30.84;28.88;-37.03;-10.62;3.1;868.05;73.294;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;813642;2014-11-08 14:06:49:456
-0.9194;7.9392;6.1675;-0.1243;6.3219;7.4959;-0.7951;1.6172;-1.3284;-0.1994;-0.0452;0.3354;427.0;-17.04;10.68;-33.12;27.63;-41.27;-1.88;3.1;868.05;71.556;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;822916;2014-11-08 14:06:49:920
-0.9194;7.9392;6.1675;-0.1243;6.3219;7.4959;-0.7951;1.6172;-1.3284;-0.1994;-0.0452;0.3354;427.0;-17.04;10.68;-33.12;27.63;-41.27;-1.88;3.1;868.05;69.96;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;814142;2014-11-08 14:06:49:956
-1.1396;6.3398;6.2537;-0.329;5.9759;7.7686;-0.9064;0.431;-1.0265;-0.2862;0.5828;0.4175;435.0;-12.06;12.06;-34.32;23.29;-39.78;2.06;3.1;868.04;62.421;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;823417;2014-11-08 14:06:50:421
-1.6472;6.541;7.0581;-0.329;5.9759;7.7686;-0.9064;0.431;-1.0265;-0.2862;0.5828;0.4175;435.0;-12.06;12.06;-34.32;23.29;-39.78;2.06;3.1;867.96;62.421;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;814642;2014-11-08 14:06:50:456
0.067;6.3782;6.3207;0.6277;6.12;7.6369;-0.4361;0.8807;-1.5844;0.4423;-0.084;-0.4386;308.0;-6.42;13.32;-35.76;4.17;-38.4;-5.7;3.1;868.07;60.513;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;823917;2014-11-08 14:06:50:921
0.067;6.3782;6.3207;0.6277;6.12;7.6369;-0.4361;0.8807;-1.5844;0.4423;-0.084;-0.4386;308.0;-6.42;13.32;-35.76;4.17;-38.4;-5.7;3.1;868.07;60.513;19.519684;-96.91544;;;188.70969;0 / 0;90.7;83.0;4.051;815142;2014-11-08 14:06:50:956
0.6225;7.3837;4.3766;0.9301;7.6083;6.1171;0.8895;1.164;-1.8937;1.0828;-0.1008;-0.1671;332.0;-2.52;10.2;-36.0;355.92;-50.88;-8.65;3.1;868.09;63.307;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;824417;2014-11-08 14:06:51:421
0.6225;7.3837;4.3766;1.7959;7.9361;5.474;-1.9683;-1.2131;-1.9976;0.7453;0.0153;0.8344;332.0;-2.52;10.2;-36.0;355.92;-50.88;-8.65;3.1;868.09;63.307;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;815642;2014-11-08 14:06:51:456
-0.1628;8.3893;3.0742;0.0788;8.2496;5.3018;0.5916;0.0631;-1.4136;0.2187;1.3656;0.2031;162.0;-0.6;3.78;-34.98;355.89;-52.64;-5.19;3.1;868.14;60.419;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;824917;2014-11-08 14:06:51:921
-0.1628;8.3893;3.0742;0.0788;8.2496;5.3018;0.5916;0.0631;-1.4136;0.2187;1.3656;0.2031;162.0;-0.6;3.78;-34.98;355.89;-52.64;-5.19;3.1;868.14;60.419;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;816143;2014-11-08 14:06:51:957
-0.4214;8.6095;4.2713;-0.4246;7.9448;5.7332;-0.3511;0.636;-1.1555;-0.2037;0.4331;-0.0031;98.0;8.4;-0.48;-33.06;345.44;-52.74;1.95;3.1;868.03;60.64;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;825418;2014-11-08 14:06:52:422
-1.1971;7.604;4.7214;-0.4246;7.9448;5.7332;-0.3511;0.636;-1.1555;-0.2037;0.4331;-0.0031;98.0;8.4;-0.48;-33.06;345.44;-52.74;1.95;3.1;868.03;60.64;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;816643;2014-11-08 14:06:52:457
-0.7566;7.9583;5.3917;-1.4612;7.2256;6.4673;0.7142;0.7232;-1.2863;0.0159;0.164;0.1133;121.0;20.82;1.08;-29.58;329.89;-47.27;11.35;3.1;868.02;57.323;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;825918;2014-11-08 14:06:52:922
-0.7566;7.9583;5.3917;-1.4612;7.2256;6.4673;0.7142;0.7232;-1.2863;0.0159;0.164;0.1133;121.0;20.82;1.08;-29.58;329.89;-47.27;11.35;3.1;868.02;57.323;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;817143;2014-11-08 14:06:52:957
0.2586;7.5178;5.5162;-1.6092;7.4095;6.2193;2.1934;-0.4759;-0.3104;0.2532;-0.2327;0.1503;129.0;24.6;1.98;-27.6;330.51;-50.05;17.3;3.1;868.09;72.901;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;826418;2014-11-08 14:06:53:422
0.2586;7.5178;5.5162;-1.3833;7.2949;6.4064;1.0673;0.1367;-0.7944;0.1662;-0.4316;-0.4893;129.0;25.32;2.1;-27.18;325.93;-49.07;14.51;3.1;868.09;72.901;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;817643;2014-11-08 14:06:53:457
-0.9385;8.3318;3.9265;-1.8585;7.9665;5.4085;0.92;0.3654;-1.482;0.1701;-0.4007;-0.2462;131.0;22.5;-2.04;-28.5;331.68;-51.13;18.81;3.1;868.08;75.52;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;826918;2014-11-08 14:06:53:922
-0.8811;7.7285;3.8978;-1.8585;7.9665;5.4085;0.92;0.3654;-1.482;0.1701;-0.4007;-0.2462;131.0;22.5;-2.04;-28.5;331.68;-51.13;18.81;3.1;868.08;75.52;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;818143;2014-11-08 14:06:53:957
-0.9768;7.6423;4.5107;-1.3574;7.7352;5.8732;0.2273;-0.1504;-1.2189;0.135;-0.3812;-0.391;155.0;17.4;1.2;-32.82;347.49;-54.73;18.89;3.1;868.03;60.281;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;827418;2014-11-08 14:06:54:422
-1.1875;7.4316;4.9225;-1.3574;7.7352;5.8732;0.2273;-0.1504;-1.2189;0.135;-0.3812;-0.391;155.0;16.8;1.98;-33.06;342.86;-52.07;13.01;3.1;868.03;60.281;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;818643;2014-11-08 14:06:54:457
-2.3942;7.2688;4.7884;-2.2205;6.7358;6.7727;-0.212;0.3415;-2.1471;-0.0696;-0.3259;-0.0519;173.0;18.12;7.38;-33.3;348.03;-44.9;18.52;3.1;868.08;71.524;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;827918;2014-11-08 14:06:54:922
-2.3942;7.2688;4.7884;-2.2205;6.7358;6.7727;-0.212;0.3415;-2.1471;-0.0696;-0.3259;-0.0519;173.0;18.12;7.38;-33.3;348.03;-44.9;18.52;3.1;868.02;71.524;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;819147;2014-11-08 14:06:54:961
-1.8004;7.1156;5.861;-2.6888;6.6257;6.7113;0.3616;0.8155;-1.1471;-0.0018;0.0816;0.4114;143.0;20.46;8.88;-32.28;348.14;-42.5;21.83;3.1;868.06;68.415;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;828418;2014-11-08 14:06:55:422
-1.8004;7.1156;5.861;-2.4298;7.0845;6.3306;1.3189;2.3008;-0.9676;0.3971;0.7953;1.5101;143.0;21.06;6.78;-31.32;348.14;-42.5;21.83;3.1;868.06;68.415;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;819647;2014-11-08 14:06:55:461
-0.68;8.0828;4.5586;-1.5141;7.6722;5.9173;0.4511;0.6309;-1.1385;0.0284;0.471;0.518;132.0;23.22;0.6;-28.14;329.75;-51.48;14.35;3.1;868.07;54.1;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;828918;2014-11-08 14:06:55:922
-0.68;8.0828;4.5586;-1.5141;7.6722;5.9173;0.4511;0.6309;-1.1385;0.0284;0.471;0.518;132.0;23.22;0.6;-28.14;329.75;-51.48;14.35;3.1;868.07;54.1;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;820147;2014-11-08 14:06:55:961
1.0726;7.8434;4.5298;-0.7361;8.1473;5.4083;2.096;0.2707;-1.3669;0.1264;-0.3946;-0.1408;97.0;24.3;-7.2;-22.2;312.09;-53.94;11.65;3.1;868.17;58.85;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;829419;2014-11-08 14:06:56:423
0.5746;8.5712;4.2425;-0.7361;8.1473;5.4083;2.096;0.2707;-1.3669;0.1264;-0.3946;-0.1408;97.0;23.52;-7.38;-22.5;312.09;-53.94;11.65;3.1;868.17;58.85;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;820647;2014-11-08 14:06:56:461
-1.0343;8.5617;4.7214;-0.5997;8.3633;5.0859;0.1496;0.342;-0.8721;-0.0073;0.0782;0.5024;94.0;23.64;-6.72;-24.54;316.45;-58.12;9.44;3.1;868.03;64.316;19.519264;-96.91507;;;223.86453;0 / 0;90.7;83.0;4.051;829921;2014-11-08 14:06:56:925
